traveller_id,wt_css_o,wt_css_d,cs_duration,walking_duration,public_duration,bicycling_duration,driving_duration,cs_distance,walking_distance,public_distance,bicycling_distance,driving_distance
t685,3 mins,5 mins,1 min,5 mins,3 mins,1 min,1 min,0.3 km,0.4 km,0.6 km,0.4 km,0.4 km
t686,6 mins,3 mins,7 mins,29 mins,19 mins,7 mins,6 mins,2.7 km,2.1 km,4.9 km,2.2 km,2.2 km
t687,7 mins,11 mins,8 mins,32 mins,22 mins,12 mins,7 mins,2.9 km,2.3 km,2.6 km,2.3 km,2.2 km
t688,8 mins,5 mins,20 mins,1 hour 4 mins,20 mins,17 mins,19 mins,6.9 km,4.7 km,6.0 km,4.9 km,5.5 km
t689,7 mins,5 mins,23 mins,2 hours 3 mins,31 mins,31 mins,23 mins,10.2 km,8.9 km,12.4 km,9.6 km,10.2 km
t690,1 min,6 mins,9 mins,45 mins,23 mins,12 mins,10 mins,3.3 km,3.3 km,4.2 km,3.4 km,3.8 km
t691,3 mins,10 mins,23 mins,2 hours 9 mins,34 mins,34 mins,22 mins,10.0 km,9.5 km,12.3 km,10.5 km,11.2 km
t692,8 mins,7 mins,20 mins,1 hour 14 mins,25 mins,18 mins,18 mins,6.9 km,5.4 km,8.2 km,5.5 km,6.0 km
t693,4 mins,3 mins,14 mins,48 mins,22 mins,12 mins,10 mins,4.5 km,3.5 km,3.8 km,3.6 km,3.6 km
t694,7 mins,5 mins,8 mins,26 mins,11 mins,6 mins,7 mins,2.5 km,1.9 km,2.1 km,2.0 km,2.1 km
t695,3 mins,6 mins,24 mins,2 hours 5 mins,30 mins,31 mins,24 mins,8.8 km,9.1 km,10.1 km,9.2 km,9.4 km
t696,7 mins,8 mins,5 mins,22 mins,7 mins,5 mins,4 mins,1.7 km,1.6 km,1.6 km,1.6 km,1.6 km
t697,6 mins,3 mins,11 mins,55 mins,21 mins,14 mins,13 mins,3.8 km,4.0 km,6.7 km,4.1 km,4.1 km
t698,3 mins,8 mins,11 mins,25 mins,11 mins,8 mins,6 mins,3.6 km,1.8 km,2.6 km,2.2 km,2.1 km
t699,3 mins,7 mins,21 mins,1 hour 27 mins,37 mins,22 mins,23 mins,7.3 km,6.3 km,10.4 km,6.6 km,9.4 km
t700,4 mins,1 min,18 mins,1 hour 18 mins,23 mins,19 mins,18 mins,6.2 km,5.7 km,7.8 km,5.7 km,6.3 km
t701,8 mins,4 mins,16 mins,48 mins,24 mins,13 mins,13 mins,5.0 km,3.5 km,6.2 km,3.7 km,4.0 km
t702,1 min,5 mins,20 mins,1 hour 29 mins,27 mins,23 mins,20 mins,6.4 km,6.4 km,7.2 km,6.6 km,7.2 km
t703,8 mins,4 mins,16 mins,1 hour 0 mins,29 mins,15 mins,16 mins,5.2 km,4.3 km,5.0 km,4.4 km,5.0 km
t704,6 mins,3 mins,19 mins,1 hour 32 mins,28 mins,23 mins,19 mins,6.7 km,6.7 km,8.5 km,6.7 km,6.7 km
t705,3 mins,4 mins,14 mins,59 mins,22 mins,16 mins,17 mins,4.6 km,4.3 km,8.4 km,4.9 km,5.6 km
t706,7 mins,2 mins,18 mins,1 hour 25 mins,37 mins,24 mins,19 mins,7.2 km,6.2 km,8.7 km,7.4 km,8.9 km
t707,7 mins,8 mins,18 mins,1 hour 13 mins,18 mins,18 mins,20 mins,6.2 km,5.3 km,6.6 km,5.4 km,6.9 km
t708,3 mins,6 mins,7 mins,27 mins,9 mins,6 mins,6 mins,2.2 km,2.0 km,2.0 km,2.0 km,2.0 km
t709,6 mins,5 mins,9 mins,31 mins,21 mins,9 mins,6 mins,3.0 km,2.2 km,5.0 km,2.4 km,2.4 km
t710,3 mins,4 mins,23 mins,1 hour 47 mins,33 mins,26 mins,22 mins,7.7 km,7.7 km,9.8 km,7.6 km,7.9 km
t711,7 mins,5 mins,14 mins,1 hour 5 mins,18 mins,16 mins,13 mins,4.5 km,4.7 km,5.5 km,4.8 km,5.2 km
t712,4 mins,8 mins,24 mins,1 hour 34 mins,27 mins,23 mins,24 mins,8.0 km,6.8 km,8.3 km,7.2 km,8.0 km
t713,6 mins,4 mins,7 mins,29 mins,18 mins,7 mins,8 mins,2.3 km,2.1 km,2.3 km,2.2 km,2.5 km
t714,3 mins,3 mins,8 mins,30 mins,11 mins,9 mins,7 mins,2.6 km,2.2 km,2.6 km,2.7 km,2.7 km
t715,1 min,11 mins,8 mins,31 mins,18 mins,13 mins,7 mins,2.9 km,2.2 km,4.3 km,2.3 km,2.1 km
t716,3 mins,5 mins,17 mins,1 hour 14 mins,25 mins,18 mins,16 mins,6.0 km,5.4 km,8.5 km,5.7 km,5.6 km
t717,5 mins,3 mins,21 mins,1 hour 40 mins,38 mins,24 mins,19 mins,9.2 km,7.2 km,11.2 km,7.6 km,8.5 km
t718,3 mins,5 mins,19 mins,1 hour 19 mins,31 mins,20 mins,17 mins,6.7 km,5.7 km,6.0 km,6.2 km,6.1 km
t719,3 mins,5 mins,18 mins,1 hour 16 mins,30 mins,21 mins,18 mins,6.1 km,5.5 km,6.7 km,6.0 km,6.1 km
t720,3 mins,5 mins,13 mins,56 mins,21 mins,15 mins,12 mins,4.3 km,4.0 km,4.3 km,4.3 km,4.0 km
t721,5 mins,4 mins,17 mins,1 hour 9 mins,23 mins,15 mins,13 mins,5.5 km,5.0 km,5.0 km,4.8 km,4.8 km
t722,4 mins,3 mins,13 mins,1 hour 4 mins,32 mins,18 mins,16 mins,4.5 km,4.7 km,7.7 km,5.2 km,5.3 km
t723,11 mins,3 mins,6 mins,28 mins,16 mins,10 mins,6 mins,1.9 km,2.1 km,2.2 km,2.1 km,2.0 km
t724,3 mins,3 mins,2 mins,5 mins,5 mins,2 mins,1 min,0.4 km,0.4 km,0.4 km,0.4 km,0.4 km
t725,5 mins,6 mins,12 mins,46 mins,23 mins,11 mins,11 mins,3.6 km,3.4 km,5.3 km,3.3 km,3.3 km
t726,3 mins,9 mins,8 mins,38 mins,22 mins,10 mins,8 mins,3.0 km,2.8 km,4.3 km,2.9 km,2.9 km
t727,3 mins,2 mins,15 mins,49 mins,23 mins,12 mins,15 mins,4.9 km,3.6 km,4.2 km,3.6 km,4.9 km
t728,3 mins,11 mins,3 mins,10 mins,10 mins,8 mins,5 mins,0.9 km,0.7 km,0.7 km,1.0 km,1.3 km
t729,4 mins,7 mins,9 mins,49 mins,27 mins,14 mins,12 mins,2.8 km,3.5 km,3.6 km,3.9 km,3.8 km
t730,11 mins,2 mins,10 mins,36 mins,19 mins,15 mins,10 mins,3.4 km,2.7 km,4.1 km,3.6 km,3.6 km
t731,4 mins,1 min,13 mins,45 mins,30 mins,11 mins,15 mins,4.7 km,3.3 km,5.0 km,3.6 km,5.2 km
t732,3 mins,6 mins,5 mins,16 mins,8 mins,4 mins,4 mins,1.5 km,1.2 km,1.2 km,1.2 km,1.2 km
t733,3 mins,6 mins,6 mins,19 mins,10 mins,4 mins,6 mins,1.5 km,1.4 km,1.6 km,1.4 km,1.8 km
t734,11 mins,7 mins,5 mins,23 mins,19 mins,11 mins,6 mins,1.6 km,1.7 km,1.9 km,1.9 km,2.2 km
t735,9 mins,5 mins,16 mins,57 mins,23 mins,15 mins,15 mins,5.0 km,4.1 km,4.5 km,4.6 km,4.4 km
t736,12 mins,8 mins,5 mins,18 mins,11 mins,5 mins,5 mins,1.7 km,1.3 km,1.4 km,1.3 km,1.4 km
t737,8 mins,8 mins,14 mins,1 hour 2 mins,26 mins,17 mins,15 mins,4.5 km,4.5 km,5.9 km,5.0 km,5.3 km
t738,9 mins,8 mins,3 mins,9 mins,6 mins,3 mins,4 mins,0.9 km,0.6 km,0.9 km,0.6 km,0.9 km
t739,6 mins,1 min,8 mins,38 mins,18 mins,11 mins,12 mins,2.8 km,2.8 km,4.2 km,3.2 km,4.0 km
t740,5 mins,6 mins,14 mins,51 mins,25 mins,14 mins,11 mins,5.2 km,3.7 km,6.7 km,4.2 km,4.2 km
t741,11 mins,4 mins,14 mins,38 mins,19 mins,10 mins,9 mins,4.3 km,2.8 km,4.1 km,2.9 km,2.9 km
t742,11 mins,4 mins,15 mins,1 hour 39 mins,32 mins,26 mins,17 mins,6.8 km,7.1 km,11.2 km,7.9 km,9.0 km
t743,9 mins,5 mins,18 mins,1 hour 14 mins,28 mins,20 mins,17 mins,6.3 km,5.3 km,8.1 km,5.8 km,6.0 km
t744,9 mins,2 mins,19 mins,1 hour 23 mins,29 mins,21 mins,18 mins,6.5 km,6.0 km,8.6 km,6.2 km,6.1 km
t745,12 mins,4 mins,12 mins,59 mins,36 mins,16 mins,13 mins,4.6 km,4.3 km,5.7 km,4.5 km,5.8 km
t746,12 mins,4 mins,15 mins,48 mins,22 mins,15 mins,13 mins,4.7 km,3.5 km,5.1 km,4.2 km,4.2 km
t747,5 mins,3 mins,5 mins,24 mins,8 mins,5 mins,5 mins,1.7 km,1.8 km,1.9 km,1.8 km,1.8 km
t748,12 mins,3 mins,16 mins,53 mins,19 mins,16 mins,17 mins,5.0 km,3.9 km,4.9 km,4.7 km,5.2 km
t749,5 mins,4 mins,18 mins,1 hour 23 mins,30 mins,22 mins,16 mins,6.6 km,6.0 km,6.8 km,6.2 km,5.9 km
t750,11 mins,7 mins,12 mins,38 mins,15 mins,11 mins,12 mins,3.3 km,2.7 km,3.6 km,3.2 km,3.4 km
t751,11 mins,3 mins,14 mins,1 hour 2 mins,21 mins,18 mins,14 mins,4.2 km,4.5 km,5.8 km,4.9 km,5.0 km
t752,9 mins,9 mins,14 mins,45 mins,32 mins,11 mins,14 mins,5.0 km,3.2 km,5.9 km,3.3 km,6.0 km
t753,11 mins,10 mins,9 mins,21 mins,9 mins,5 mins,4 mins,2.7 km,1.5 km,1.6 km,1.5 km,1.5 km
t754,8 mins,4 mins,17 mins,1 hour 25 mins,30 mins,21 mins,18 mins,5.5 km,6.1 km,6.4 km,6.0 km,6.3 km
t755,9 mins,6 mins,5 mins,18 mins,12 mins,5 mins,4 mins,1.6 km,1.2 km,1.3 km,1.2 km,1.2 km
t756,12 mins,6 mins,15 mins,1 hour 7 mins,26 mins,17 mins,14 mins,4.9 km,4.8 km,4.8 km,4.6 km,4.7 km
t757,12 mins,2 mins,11 mins,59 mins,30 mins,17 mins,14 mins,4.1 km,4.3 km,7.5 km,5.0 km,5.0 km
t758,11 mins,7 mins,7 mins,46 mins,17 mins,11 mins,7 mins,3.5 km,3.4 km,3.6 km,3.3 km,3.3 km
t759,6 mins,8 mins,13 mins,48 mins,16 mins,13 mins,10 mins,4.5 km,3.5 km,3.7 km,3.7 km,3.4 km
t760,5 mins,5 mins,17 mins,1 hour 15 mins,29 mins,20 mins,17 mins,6.4 km,5.4 km,6.3 km,5.9 km,6.2 km
t761,5 mins,1 min,11 mins,51 mins,20 mins,13 mins,11 mins,4.0 km,3.6 km,5.2 km,3.7 km,3.6 km
t762,8 mins,4 mins,7 mins,26 mins,12 mins,7 mins,10 mins,2.4 km,1.9 km,2.1 km,2.1 km,3.3 km
t763,3 mins,6 mins,10 mins,38 mins,12 mins,10 mins,9 mins,2.8 km,2.8 km,3.0 km,2.8 km,2.8 km
t764,10 mins,4 mins,14 mins,59 mins,23 mins,15 mins,12 mins,5.2 km,4.2 km,5.0 km,4.2 km,4.3 km
t765,10 mins,3 mins,16 mins,1 hour 8 mins,27 mins,18 mins,18 mins,5.3 km,4.9 km,6.0 km,5.2 km,6.2 km
t766,10 mins,4 mins,8 mins,34 mins,20 mins,8 mins,8 mins,2.6 km,2.4 km,5.2 km,2.5 km,2.6 km
t767,4 mins,6 mins,14 mins,50 mins,17 mins,13 mins,13 mins,5.1 km,3.6 km,5.7 km,3.8 km,4.4 km
t768,8 mins,1 min,9 mins,26 mins,11 mins,8 mins,8 mins,3.3 km,1.9 km,1.9 km,2.0 km,2.6 km
t769,4 mins,4 mins,9 mins,28 mins,12 mins,7 mins,7 mins,2.8 km,2.0 km,2.1 km,2.0 km,2.2 km
t770,8 mins,3 mins,22 mins,1 hour 47 mins,33 mins,25 mins,21 mins,9.3 km,7.7 km,8.4 km,7.5 km,7.8 km
t771,10 mins,3 mins,11 mins,57 mins,26 mins,14 mins,11 mins,4.0 km,4.1 km,6.2 km,4.2 km,4.2 km
t772,4 mins,7 mins,11 mins,43 mins,15 mins,11 mins,11 mins,3.7 km,3.1 km,3.1 km,3.1 km,3.5 km
t773,4 mins,2 mins,15 mins,1 hour 21 mins,26 mins,21 mins,17 mins,5.8 km,5.8 km,10.7 km,5.9 km,5.8 km
t774,6 mins,2 mins,10 mins,50 mins,24 mins,13 mins,12 mins,3.9 km,3.7 km,4.8 km,3.6 km,4.1 km
t775,3 mins,7 mins,12 mins,1 hour 2 mins,21 mins,16 mins,14 mins,4.5 km,4.5 km,6.9 km,4.8 km,5.2 km
t776,3 mins,1 min,15 mins,1 hour 17 mins,17 mins,19 mins,14 mins,5.9 km,5.6 km,7.0 km,5.3 km,5.7 km
t777,6 mins,5 mins,13 mins,59 mins,21 mins,16 mins,15 mins,4.9 km,4.3 km,7.4 km,4.8 km,5.1 km
t778,4 mins,7 mins,8 mins,37 mins,20 mins,10 mins,9 mins,2.9 km,2.7 km,2.9 km,2.7 km,2.9 km
t779,8 mins,7 mins,15 mins,55 mins,21 mins,15 mins,15 mins,5.5 km,4.0 km,4.3 km,4.2 km,5.4 km
t780,5 mins,6 mins,8 mins,33 mins,15 mins,9 mins,9 mins,2.9 km,2.4 km,4.0 km,2.7 km,2.7 km
t781,4 mins,8 mins,8 mins,33 mins,15 mins,8 mins,7 mins,2.1 km,2.4 km,2.4 km,2.4 km,2.4 km
t782,4 mins,4 mins,7 mins,20 mins,11 mins,6 mins,6 mins,1.9 km,1.5 km,1.3 km,1.6 km,1.6 km
t783,4 mins,8 mins,9 mins,31 mins,19 mins,9 mins,8 mins,2.9 km,2.3 km,3.5 km,2.8 km,2.6 km
t784,5 mins,5 mins,8 mins,32 mins,12 mins,10 mins,9 mins,2.5 km,2.3 km,2.3 km,2.8 km,2.9 km
t785,3 mins,7 mins,12 mins,40 mins,14 mins,11 mins,12 mins,4.3 km,2.9 km,4.8 km,3.0 km,3.5 km
t786,3 mins,8 mins,19 mins,1 hour 33 mins,26 mins,23 mins,18 mins,7.4 km,6.7 km,8.2 km,6.5 km,6.9 km
t787,5 mins,6 mins,7 mins,29 mins,12 mins,9 mins,6 mins,2.5 km,2.1 km,3.0 km,2.6 km,2.1 km
t788,1 min,1 min,19 mins,1 hour 48 mins,27 mins,27 mins,19 mins,8.4 km,7.9 km,14.0 km,8.4 km,8.4 km
t789,4 mins,4 mins,16 mins,1 hour 4 mins,27 mins,16 mins,16 mins,5.3 km,4.7 km,7.1 km,4.7 km,4.9 km
t790,9 mins,6 mins,8 mins,27 mins,13 mins,8 mins,6 mins,3.2 km,1.9 km,2.2 km,2.1 km,2.6 km
t791,4 mins,7 mins,16 mins,59 mins,28 mins,16 mins,17 mins,5.1 km,4.3 km,8.8 km,4.8 km,5.6 km
t792,3 mins,4 mins,23 mins,2 hours 4 mins,34 mins,33 mins,22 mins,10.1 km,9.1 km,12.3 km,10.1 km,11.2 km
t793,9 mins,5 mins,13 mins,1 hour 6 mins,26 mins,17 mins,13 mins,5.7 km,4.6 km,5.2 km,4.7 km,5.5 km
t794,9 mins,4 mins,22 mins,1 hour 38 mins,38 mins,24 mins,22 mins,7.9 km,7.2 km,10.3 km,7.4 km,7.9 km
t795,5 mins,5 mins,9 mins,50 mins,22 mins,13 mins,11 mins,3.2 km,3.6 km,3.9 km,3.9 km,4.0 km
t796,4 mins,2 mins,21 mins,1 hour 40 mins,29 mins,24 mins,21 mins,7.4 km,7.3 km,12.3 km,7.4 km,7.5 km
t797,5 mins,1 min,17 mins,1 hour 19 mins,26 mins,19 mins,17 mins,6.0 km,5.8 km,7.5 km,6.0 km,7.8 km
t798,1 min,4 mins,20 mins,1 hour 24 mins,27 mins,21 mins,18 mins,7.0 km,6.1 km,10.2 km,6.6 km,6.6 km
t799,5 mins,2 mins,14 mins,56 mins,25 mins,14 mins,12 mins,4.7 km,4.1 km,4.6 km,4.3 km,4.4 km
t800,1 min,2 mins,4 mins,26 mins,19 mins,6 mins,6 mins,1.7 km,1.9 km,3.1 km,2.0 km,2.0 km
t801,3 mins,7 mins,14 mins,1 hour 4 mins,22 mins,17 mins,15 mins,4.8 km,4.6 km,7.9 km,5.1 km,4.9 km
t802,9 mins,4 mins,13 mins,57 mins,25 mins,14 mins,13 mins,4.3 km,4.2 km,5.1 km,4.4 km,4.4 km
t803,4 mins,3 mins,19 mins,1 hour 37 mins,34 mins,24 mins,20 mins,6.9 km,7.0 km,10.0 km,7.5 km,9.1 km
t804,3 mins,4 mins,5 mins,26 mins,16 mins,6 mins,4 mins,1.9 km,1.8 km,2.2 km,1.9 km,1.9 km
t805,4 mins,8 mins,25 mins,1 hour 52 mins,30 mins,28 mins,23 mins,8.8 km,8.1 km,9.3 km,8.0 km,8.0 km
t806,9 mins,7 mins,24 mins,1 hour 39 mins,25 mins,25 mins,27 mins,8.2 km,7.2 km,8.0 km,7.6 km,8.7 km
t807,5 mins,6 mins,13 mins,49 mins,22 mins,16 mins,11 mins,4.5 km,3.4 km,4.7 km,4.4 km,3.5 km
t808,9 mins,4 mins,1 min,9 mins,9 mins,3 mins,2 mins,0.3 km,0.6 km,0.6 km,0.8 km,0.8 km
t809,5 mins,5 mins,21 mins,1 hour 42 mins,33 mins,26 mins,22 mins,7.4 km,7.4 km,11.2 km,7.9 km,7.7 km
t810,9 mins,6 mins,7 mins,26 mins,11 mins,8 mins,6 mins,2.4 km,1.9 km,2.0 km,2.2 km,2.0 km
t811,9 mins,7 mins,19 mins,1 hour 49 mins,36 mins,27 mins,19 mins,8.8 km,8.0 km,8.6 km,8.4 km,8.9 km
t812,3 mins,3 mins,21 mins,1 hour 14 mins,20 mins,20 mins,22 mins,7.0 km,5.4 km,6.0 km,6.0 km,7.1 km
t813,1 min,7 mins,11 mins,46 mins,25 mins,12 mins,8 mins,4.8 km,3.4 km,5.2 km,3.6 km,3.6 km
t814,4 mins,3 mins,20 mins,1 hour 37 mins,33 mins,24 mins,21 mins,7.1 km,7.0 km,12.6 km,7.3 km,7.3 km
t815,2 mins,12 mins,8 mins,27 mins,13 mins,7 mins,6 mins,2.3 km,1.9 km,2.4 km,2.0 km,2.0 km
t816,3 mins,7 mins,9 mins,46 mins,21 mins,13 mins,11 mins,3.1 km,3.3 km,3.7 km,3.7 km,3.5 km
t817,2 mins,3 mins,12 mins,56 mins,27 mins,13 mins,11 mins,4.3 km,4.0 km,4.7 km,4.1 km,4.1 km
t818,2 mins,7 mins,25 mins,2 hours 9 mins,28 mins,31 mins,23 mins,10.2 km,9.5 km,11.9 km,9.8 km,10.3 km
t819,2 mins,4 mins,9 mins,36 mins,15 mins,9 mins,9 mins,2.7 km,2.6 km,3.9 km,2.6 km,2.7 km
t820,3 mins,8 mins,8 mins,31 mins,17 mins,9 mins,10 mins,2.3 km,2.3 km,2.8 km,2.7 km,3.5 km
t821,2 mins,6 mins,11 mins,38 mins,18 mins,10 mins,8 mins,3.8 km,2.8 km,3.6 km,2.9 km,3.3 km
t822,4 mins,3 mins,10 mins,19 mins,13 mins,5 mins,4 mins,3.6 km,1.3 km,2.5 km,1.3 km,1.3 km
t823,2 mins,6 mins,19 mins,1 hour 40 mins,22 mins,25 mins,18 mins,7.5 km,7.2 km,8.5 km,7.4 km,8.0 km
t824,2 mins,6 mins,8 mins,28 mins,15 mins,7 mins,7 mins,2.3 km,2.0 km,2.1 km,2.1 km,2.3 km
t825,2 mins,4 mins,6 mins,25 mins,15 mins,7 mins,7 mins,1.9 km,1.8 km,2.2 km,2.1 km,2.0 km
t826,3 mins,4 mins,16 mins,1 hour 27 mins,29 mins,22 mins,16 mins,7.1 km,6.2 km,8.3 km,6.4 km,6.2 km
t827,2 mins,7 mins,14 mins,55 mins,20 mins,14 mins,11 mins,5.0 km,4.0 km,6.8 km,4.1 km,4.6 km
t828,1 min,8 mins,8 mins,27 mins,13 mins,7 mins,6 mins,2.6 km,2.0 km,3.2 km,1.9 km,1.9 km
t829,2 mins,1 min,17 mins,1 hour 25 mins,24 mins,21 mins,15 mins,6.6 km,6.1 km,8.0 km,6.1 km,6.4 km
t830,2 mins,12 mins,21 mins,1 hour 57 mins,29 mins,30 mins,20 mins,9.3 km,8.5 km,11.0 km,9.1 km,9.9 km
t831,2 mins,3 mins,16 mins,1 hour 2 mins,30 mins,17 mins,13 mins,6.0 km,4.4 km,6.8 km,5.3 km,5.5 km
t832,3 mins,1 min,19 mins,1 hour 16 mins,31 mins,19 mins,17 mins,6.3 km,5.6 km,7.8 km,5.9 km,6.0 km
t833,2 mins,2 mins,14 mins,37 mins,14 mins,10 mins,9 mins,3.6 km,2.7 km,3.2 km,2.8 km,2.8 km
t834,1 min,8 mins,14 mins,46 mins,20 mins,12 mins,10 mins,4.3 km,3.3 km,3.7 km,3.3 km,3.3 km
t835,4 mins,6 mins,19 mins,1 hour 36 mins,29 mins,27 mins,21 mins,7.0 km,6.9 km,9.9 km,7.6 km,7.5 km
t836,6 mins,5 mins,17 mins,1 hour 14 mins,32 mins,18 mins,16 mins,6.0 km,5.4 km,6.4 km,5.5 km,5.6 km
t837,4 mins,1 min,15 mins,1 hour 10 mins,33 mins,19 mins,16 mins,6.0 km,5.1 km,7.4 km,5.8 km,6.2 km
t838,6 mins,6 mins,14 mins,54 mins,20 mins,18 mins,13 mins,5.7 km,3.8 km,4.6 km,5.1 km,4.2 km
t839,4 mins,7 mins,11 mins,54 mins,17 mins,14 mins,13 mins,3.6 km,4.0 km,4.3 km,4.1 km,4.2 km
t840,8 mins,10 mins,16 mins,1 hour 8 mins,21 mins,17 mins,15 mins,5.3 km,5.0 km,7.4 km,5.1 km,5.1 km
t841,4 mins,1 min,19 mins,1 hour 37 mins,30 mins,25 mins,20 mins,7.3 km,7.1 km,10.6 km,7.6 km,7.5 km
t842,4 mins,6 mins,19 mins,1 hour 48 mins,33 mins,26 mins,21 mins,7.7 km,7.9 km,11.2 km,8.0 km,8.4 km
t843,8 mins,4 mins,11 mins,48 mins,19 mins,12 mins,14 mins,3.7 km,3.5 km,5.0 km,3.8 km,4.5 km
t844,8 mins,3 mins,8 mins,33 mins,12 mins,8 mins,8 mins,2.8 km,2.4 km,2.6 km,2.4 km,2.6 km
t845,4 mins,1 min,12 mins,57 mins,22 mins,16 mins,12 mins,4.4 km,4.2 km,4.9 km,4.8 km,4.6 km
t846,6 mins,3 mins,11 mins,46 mins,17 mins,12 mins,11 mins,3.7 km,3.3 km,3.8 km,3.4 km,3.5 km
t847,5 mins,4 mins,4 mins,16 mins,7 mins,4 mins,3 mins,1.3 km,1.2 km,1.2 km,1.2 km,1.2 km
t848,3 mins,4 mins,13 mins,45 mins,18 mins,12 mins,14 mins,4.0 km,3.3 km,5.1 km,3.6 km,4.6 km
t849,8 mins,7 mins,11 mins,50 mins,13 mins,14 mins,13 mins,3.5 km,3.6 km,4.0 km,3.9 km,4.3 km
t850,6 mins,8 mins,11 mins,43 mins,18 mins,12 mins,10 mins,3.5 km,3.1 km,6.3 km,3.5 km,3.2 km
t851,5 mins,8 mins,5 mins,28 mins,15 mins,7 mins,5 mins,1.7 km,2.0 km,2.1 km,2.0 km,2.0 km
t852,6 mins,6 mins,22 mins,1 hour 44 mins,26 mins,26 mins,23 mins,7.7 km,7.5 km,8.6 km,7.7 km,8.0 km
t853,4 mins,5 mins,10 mins,47 mins,19 mins,11 mins,10 mins,3.4 km,3.3 km,3.4 km,3.3 km,3.4 km
t854,6 mins,3 mins,18 mins,1 hour 7 mins,19 mins,20 mins,16 mins,6.0 km,4.9 km,6.4 km,6.1 km,5.5 km
t855,4 mins,8 mins,6 mins,27 mins,16 mins,7 mins,6 mins,2.0 km,2.0 km,2.1 km,2.1 km,2.0 km
t856,3 mins,5 mins,17 mins,1 hour 10 mins,19 mins,17 mins,16 mins,5.9 km,5.1 km,7.2 km,5.3 km,5.3 km
t857,4 mins,3 mins,4 mins,21 mins,14 mins,6 mins,5 mins,1.4 km,1.5 km,2.0 km,1.6 km,2.5 km
t858,4 mins,5 mins,9 mins,36 mins,14 mins,9 mins,8 mins,2.9 km,2.7 km,2.9 km,2.7 km,2.7 km
t859,4 mins,8 mins,17 mins,1 hour 19 mins,21 mins,22 mins,18 mins,5.4 km,5.8 km,6.3 km,6.3 km,6.3 km
t860,8 mins,2 mins,17 mins,1 hour 8 mins,23 mins,20 mins,17 mins,5.8 km,5.0 km,7.7 km,5.8 km,5.6 km
t861,4 mins,5 mins,15 mins,50 mins,16 mins,15 mins,14 mins,4.9 km,3.6 km,7.0 km,4.2 km,4.8 km
t862,4 mins,3 mins,15 mins,59 mins,26 mins,16 mins,12 mins,4.7 km,4.2 km,5.8 km,4.4 km,4.1 km
t863,7 mins,10 mins,8 mins,31 mins,23 mins,9 mins,10 mins,2.4 km,2.2 km,5.1 km,2.8 km,3.0 km
t864,5 mins,5 mins,15 mins,1 hour 2 mins,23 mins,16 mins,14 mins,4.6 km,4.5 km,4.6 km,4.7 km,4.9 km
t865,5 mins,6 mins,18 mins,1 hour 4 mins,23 mins,17 mins,17 mins,6.0 km,4.6 km,7.7 km,5.2 km,5.3 km
t866,3 mins,3 mins,15 mins,57 mins,20 mins,17 mins,13 mins,4.7 km,4.1 km,7.9 km,4.9 km,4.5 km
t867,4 mins,4 mins,17 mins,1 hour 4 mins,27 mins,15 mins,14 mins,5.3 km,4.7 km,7.5 km,4.9 km,5.5 km
t868,4 mins,11 mins,8 mins,31 mins,14 mins,8 mins,9 mins,2.3 km,2.2 km,5.6 km,2.5 km,3.2 km
t869,7 mins,5 mins,3 mins,11 mins,11 mins,3 mins,6 mins,0.6 km,0.8 km,0.8 km,0.8 km,1.3 km
t870,5 mins,4 mins,24 mins,1 hour 58 mins,28 mins,29 mins,22 mins,9.6 km,8.6 km,9.6 km,9.0 km,9.5 km
t871,5 mins,9 mins,18 mins,59 mins,20 mins,17 mins,15 mins,5.7 km,4.2 km,6.4 km,4.5 km,5.1 km
t872,4 mins,9 mins,9 mins,26 mins,20 mins,6 mins,6 mins,2.6 km,1.9 km,4.5 km,1.9 km,2.1 km
t873,5 mins,2 mins,21 mins,1 hour 35 mins,33 mins,24 mins,21 mins,7.9 km,6.8 km,8.7 km,7.1 km,8.0 km
t874,5 mins,8 mins,4 mins,12 mins,6 mins,3 mins,3 mins,0.6 km,0.8 km,1.1 km,0.8 km,0.9 km
t875,2 mins,1 min,18 mins,1 hour 20 mins,22 mins,19 mins,17 mins,6.0 km,5.7 km,6.3 km,5.8 km,5.7 km
t876,5 mins,7 mins,27 mins,2 hours 0 mins,41 mins,31 mins,25 mins,9.3 km,8.7 km,10.2 km,9.1 km,9.6 km
t877,7 mins,6 mins,21 mins,1 hour 34 mins,35 mins,26 mins,22 mins,7.5 km,6.6 km,8.1 km,7.6 km,7.7 km
t878,5 mins,5 mins,21 mins,1 hour 26 mins,36 mins,24 mins,19 mins,7.0 km,6.2 km,8.2 km,6.6 km,6.8 km
t879,5 mins,4 mins,13 mins,46 mins,22 mins,13 mins,12 mins,4.1 km,3.4 km,4.3 km,3.6 km,4.1 km
t880,4 mins,7 mins,10 mins,35 mins,13 mins,8 mins,8 mins,2.8 km,2.5 km,2.7 km,2.5 km,2.6 km
t881,4 mins,2 mins,8 mins,37 mins,9 mins,9 mins,7 mins,2.8 km,2.6 km,3.7 km,2.7 km,2.7 km
t882,3 mins,6 mins,15 mins,1 hour 2 mins,28 mins,16 mins,13 mins,4.8 km,4.5 km,6.6 km,4.9 km,4.7 km
t883,2 mins,9 mins,18 mins,1 hour 25 mins,36 mins,20 mins,19 mins,6.2 km,6.2 km,9.3 km,6.5 km,6.9 km
