css_o,css_d,distance,duration
CS29,CS41,6.6 km,16 mins
CS29,CS42,7.0 km,15 mins
CS29,CS43,5.6 km,14 mins
CS29,CS44,5.9 km,15 mins
CS29,CS45,4.7 km,12 mins
CS29,CS46,5.8 km,14 mins
CS29,CS47,5.0 km,13 mins
CS29,CS48,4.9 km,12 mins
CS29,CS49,5.5 km,15 mins
CS29,CS50,5.6 km,15 mins
CS29,CS51,3.0 km,9 mins
CS29,CS52,3.2 km,9 mins
CS29,CS53,2.5 km,8 mins
CS29,CS54,2.8 km,8 mins
CS29,CS55,2.3 km,7 mins
CS29,CS56,1.2 km,4 mins
CS29,CS57,2.6 km,9 mins
CS29,CS58,2.7 km,8 mins
CS29,CS59,3.7 km,11 mins
CS29,CS60,3.3 km,10 mins
CS29,CS61,1.8 km,6 mins
CS29,CS62,2.8 km,8 mins
CS29,CS63,9.2 km,21 mins
CS29,CS64,10.2 km,24 mins
CS29,CS65,4.7 km,12 mins
CS29,CS66,4.6 km,14 mins
CS29,CS67,3.9 km,11 mins
CS29,CS68,3.4 km,9 mins
CS29,CS69,5.7 km,15 mins
CS29,CS70,4.9 km,13 mins
CS29,CS71,4.1 km,11 mins
CS29,CS72,5.1 km,14 mins
CS29,CS73,3.6 km,10 mins
CS29,CS74,4.6 km,13 mins
CS29,CS75,4.9 km,13 mins
CS29,CS76,4.5 km,14 mins
CS29,CS77,5.7 km,16 mins
CS29,CS78,5.3 km,15 mins
CS29,CS79,2.7 km,8 mins
CS29,CS80,4.7 km,14 mins
CS29,CS81,2.5 km,7 mins
CS29,CS82,3.7 km,11 mins
CS29,CS83,3.7 km,11 mins
CS29,CS84,4.0 km,10 mins
CS29,CS85,4.4 km,10 mins
CS29,CS86,3.4 km,10 mins
CS29,CS87,5.5 km,15 mins
CS29,CS88,3.6 km,10 mins
CS29,CS89,4.3 km,11 mins
CS29,CS90,3.0 km,9 mins
CS29,CS91,4.5 km,12 mins
CS29,CS92,1.9 km,7 mins
CS29,CS93,4.2 km,11 mins
CS29,CS94,2.5 km,7 mins
CS29,CS95,3.0 km,11 mins
CS29,CS96,3.0 km,10 mins
CS29,CS97,2.4 km,7 mins
CS29,CS98,2.7 km,9 mins
CS29,CS99,2.3 km,8 mins
CS30,CS0,6.8 km,19 mins
CS30,CS1,9.3 km,22 mins
CS30,CS2,7.7 km,20 mins
CS30,CS3,10.3 km,25 mins
CS30,CS4,8.4 km,23 mins
CS30,CS5,6.4 km,17 mins
CS30,CS6,6.9 km,18 mins
CS30,CS7,7.4 km,20 mins
CS30,CS8,8.6 km,21 mins
CS30,CS9,8.9 km,22 mins
CS30,CS10,7.1 km,18 mins
CS30,CS11,4.4 km,10 mins
CS30,CS12,3.8 km,8 mins
CS30,CS13,1.4 km,4 mins
CS30,CS14,4.2 km,9 mins
CS30,CS15,2.1 km,6 mins
CS30,CS16,7.7 km,22 mins
CS30,CS17,6.1 km,18 mins
CS30,CS18,6.1 km,17 mins
CS30,CS19,6.1 km,17 mins
CS30,CS20,4.9 km,14 mins
CS30,CS21,6.5 km,18 mins
CS30,CS22,5.2 km,16 mins
CS30,CS23,5.4 km,16 mins
CS30,CS24,5.6 km,15 mins
CS30,CS25,3.8 km,12 mins
CS30,CS26,3.5 km,9 mins
CS30,CS27,3.4 km,10 mins
CS30,CS28,2.7 km,8 mins
CS30,CS29,1.9 km,6 mins
CS30,CS31,2.6 km,9 mins
CS30,CS32,2.4 km,7 mins
CS30,CS33,2.4 km,7 mins
CS30,CS34,3.7 km,10 mins
CS30,CS35,3.4 km,10 mins
CS30,CS36,1.2 km,4 mins
CS30,CS37,2.5 km,7 mins
CS30,CS38,1.6 km,5 mins
CS30,CS39,1.8 km,5 mins
CS30,CS40,5.9 km,16 mins
CS30,CS41,6.4 km,15 mins
CS30,CS42,6.8 km,14 mins
CS30,CS43,6.6 km,18 mins
CS30,CS44,7.0 km,18 mins
CS30,CS45,5.8 km,16 mins
CS30,CS46,6.9 km,18 mins
CS30,CS47,6.0 km,16 mins
CS30,CS48,6.0 km,16 mins
CS30,CS49,9.5 km,18 mins
CS30,CS50,9.6 km,18 mins
CS30,CS51,2.4 km,6 mins
CS30,CS52,2.8 km,8 mins
CS30,CS53,0.6 km,2 mins
CS30,CS54,3.1 km,10 mins
CS30,CS55,3.4 km,10 mins
CS30,CS56,2.3 km,7 mins
CS30,CS57,3.7 km,13 mins
CS30,CS58,3.3 km,10 mins
CS30,CS59,4.8 km,15 mins
CS30,CS60,4.4 km,13 mins
CS30,CS61,2.6 km,8 mins
CS30,CS62,3.2 km,10 mins
CS30,CS63,10.3 km,24 mins
CS30,CS64,11.3 km,28 mins
CS30,CS65,5.8 km,16 mins
CS30,CS66,5.7 km,17 mins
CS30,CS67,5.0 km,14 mins
CS30,CS68,4.5 km,13 mins
CS30,CS69,6.7 km,19 mins
CS30,CS70,6.0 km,17 mins
CS30,CS71,5.1 km,15 mins
CS30,CS72,6.2 km,18 mins
CS30,CS73,6.1 km,13 mins
CS30,CS74,5.7 km,16 mins
CS30,CS75,6.0 km,17 mins
CS30,CS76,6.2 km,17 mins
CS30,CS77,7.8 km,20 mins
CS30,CS78,6.1 km,16 mins
CS30,CS79,3.3 km,10 mins
CS30,CS80,5.2 km,15 mins
CS30,CS81,3.5 km,10 mins
CS30,CS82,4.2 km,12 mins
CS30,CS83,4.2 km,13 mins
CS30,CS84,4.0 km,11 mins
CS30,CS85,3.8 km,9 mins
CS30,CS86,4.0 km,12 mins
CS30,CS87,6.9 km,16 mins
CS30,CS88,2.2 km,7 mins
CS30,CS89,3.2 km,8 mins
CS30,CS90,1.1 km,3 mins
CS30,CS91,2.8 km,7 mins
CS30,CS92,4.1 km,11 mins
CS30,CS93,5.3 km,15 mins
CS30,CS94,3.6 km,10 mins
CS30,CS95,4.7 km,16 mins
CS30,CS96,5.1 km,15 mins
CS30,CS97,4.2 km,12 mins
CS30,CS98,4.9 km,14 mins
CS30,CS99,4.1 km,13 mins
CS31,CS0,5.9 km,19 mins
CS31,CS1,8.6 km,21 mins
CS31,CS2,6.8 km,20 mins
CS31,CS3,10.1 km,25 mins
CS31,CS4,7.5 km,22 mins
CS31,CS5,5.5 km,16 mins
CS31,CS6,6.1 km,18 mins
CS31,CS7,6.6 km,20 mins
CS31,CS8,7.7 km,21 mins
CS31,CS9,8.1 km,22 mins
CS31,CS10,6.2 km,18 mins
CS31,CS11,5.4 km,16 mins
CS31,CS12,6.2 km,15 mins
CS31,CS13,4.0 km,12 mins
CS31,CS14,6.6 km,15 mins
CS31,CS15,4.7 km,14 mins
CS31,CS16,6.9 km,21 mins
CS31,CS17,5.3 km,17 mins
CS31,CS18,5.2 km,17 mins
CS31,CS19,5.8 km,17 mins
CS31,CS20,4.0 km,13 mins
CS31,CS21,5.7 km,18 mins
CS31,CS22,4.1 km,16 mins
CS31,CS23,5.2 km,15 mins
CS31,CS24,5.4 km,15 mins
CS31,CS25,3.0 km,11 mins
CS31,CS26,2.9 km,8 mins
CS31,CS27,1.5 km,5 mins
CS31,CS28,3.0 km,9 mins
CS31,CS29,0.8 km,3 mins
CS31,CS30,2.6 km,8 mins
CS31,CS32,0.7 km,3 mins
CS31,CS33,2.2 km,6 mins
CS31,CS34,1.5 km,5 mins
CS31,CS35,1.6 km,5 mins
CS31,CS36,1.8 km,7 mins
CS31,CS37,2.4 km,7 mins
CS31,CS38,1.2 km,4 mins
CS31,CS39,1.2 km,4 mins
CS31,CS40,5.6 km,16 mins
CS31,CS41,7.5 km,19 mins
CS31,CS42,7.9 km,18 mins
CS31,CS43,5.8 km,18 mins
CS31,CS44,6.2 km,18 mins
CS31,CS45,4.9 km,15 mins
CS31,CS46,6.0 km,17 mins
CS31,CS47,5.2 km,16 mins
CS31,CS48,5.1 km,16 mins
CS31,CS49,6.4 km,18 mins
CS31,CS50,6.5 km,18 mins
CS31,CS51,3.7 km,12 mins
CS31,CS52,4.0 km,12 mins
CS31,CS53,3.3 km,11 mins
CS31,CS54,3.6 km,12 mins
CS31,CS55,2.8 km,10 mins
CS31,CS56,2.1 km,7 mins
CS31,CS57,3.5 km,12 mins
CS31,CS58,3.5 km,11 mins
CS31,CS59,4.0 km,15 mins
CS31,CS60,4.1 km,13 mins
CS31,CS61,2.7 km,9 mins
CS31,CS62,3.6 km,11 mins
CS31,CS63,8.4 km,21 mins
CS31,CS64,10.4 km,23 mins
CS31,CS65,5.6 km,15 mins
CS31,CS66,5.5 km,17 mins
CS31,CS67,4.7 km,14 mins
CS31,CS68,4.2 km,12 mins
CS31,CS69,6.5 km,18 mins
CS31,CS70,5.7 km,17 mins
CS31,CS71,4.9 km,14 mins
CS31,CS72,6.0 km,17 mins
CS31,CS73,4.4 km,13 mins
CS31,CS74,5.5 km,16 mins
CS31,CS75,5.7 km,17 mins
CS31,CS76,4.4 km,14 mins
CS31,CS77,5.6 km,16 mins
CS31,CS78,5.2 km,14 mins
CS31,CS79,2.6 km,8 mins
CS31,CS80,4.6 km,13 mins
CS31,CS81,2.4 km,6 mins
CS31,CS82,3.6 km,10 mins
CS31,CS83,3.6 km,11 mins
CS31,CS84,3.9 km,10 mins
CS31,CS85,4.0 km,11 mins
CS31,CS86,3.4 km,10 mins
CS31,CS87,5.4 km,15 mins
CS31,CS88,4.0 km,11 mins
CS31,CS89,4.2 km,11 mins
CS31,CS90,3.8 km,11 mins
CS31,CS91,4.8 km,14 mins
CS31,CS92,1.9 km,7 mins
CS31,CS93,3.6 km,13 mins
CS31,CS94,2.8 km,10 mins
CS31,CS95,2.9 km,11 mins
CS31,CS96,2.9 km,10 mins
CS31,CS97,2.3 km,8 mins
CS31,CS98,2.6 km,9 mins
CS31,CS99,2.3 km,8 mins
CS32,CS0,5.6 km,18 mins
CS32,CS1,8.6 km,21 mins
CS32,CS2,6.5 km,19 mins
CS32,CS3,9.0 km,24 mins
CS32,CS4,7.1 km,22 mins
CS32,CS5,5.2 km,16 mins
CS32,CS6,5.7 km,17 mins
CS32,CS7,6.2 km,19 mins
CS32,CS8,7.3 km,20 mins
CS32,CS9,7.7 km,21 mins
CS32,CS10,5.9 km,17 mins
CS32,CS11,4.8 km,14 mins
CS32,CS12,5.1 km,14 mins
CS32,CS13,3.5 km,10 mins
CS32,CS14,6.0 km,15 mins
CS32,CS15,4.2 km,12 mins
CS32,CS16,6.5 km,21 mins
CS32,CS17,4.9 km,17 mins
CS32,CS18,4.9 km,16 mins
CS32,CS19,5.6 km,17 mins
CS32,CS20,3.6 km,13 mins
CS32,CS21,5.4 km,17 mins
CS32,CS22,4.0 km,15 mins
CS32,CS23,5.0 km,15 mins
CS32,CS24,5.2 km,14 mins
CS32,CS25,3.0 km,10 mins
CS32,CS26,2.4 km,6 mins
CS32,CS27,1.5 km,5 mins
CS32,CS28,2.2 km,7 mins
CS32,CS29,0.6 km,3 mins
CS32,CS30,2.1 km,6 mins
CS32,CS31,0.7 km,3 mins
CS32,CS33,1.7 km,5 mins
CS32,CS34,1.5 km,5 mins
CS32,CS35,1.5 km,5 mins
CS32,CS36,1.9 km,6 mins
CS32,CS37,1.9 km,5 mins
CS32,CS38,1.0 km,4 mins
CS32,CS39,0.7 km,3 mins
CS32,CS40,5.4 km,15 mins
CS32,CS41,7.3 km,18 mins
CS32,CS42,7.7 km,18 mins
CS32,CS43,5.4 km,17 mins
CS32,CS44,5.8 km,17 mins
CS32,CS45,4.6 km,15 mins
CS32,CS46,5.7 km,17 mins
CS32,CS47,4.8 km,15 mins
CS32,CS48,4.7 km,15 mins
CS32,CS49,6.2 km,18 mins
CS32,CS50,6.3 km,18 mins
CS32,CS51,3.2 km,10 mins
CS32,CS52,3.5 km,10 mins
CS32,CS53,2.8 km,9 mins
CS32,CS54,3.4 km,11 mins
CS32,CS55,2.9 km,10 mins
CS32,CS56,1.8 km,7 mins
CS32,CS57,3.3 km,12 mins
CS32,CS58,3.3 km,11 mins
CS32,CS59,4.4 km,14 mins
CS32,CS60,3.9 km,12 mins
CS32,CS61,2.5 km,9 mins
CS32,CS62,3.4 km,11 mins
CS32,CS63,8.4 km,21 mins
CS32,CS64,10.4 km,23 mins
CS32,CS65,5.4 km,15 mins
CS32,CS66,5.3 km,16 mins
CS32,CS67,4.5 km,14 mins
CS32,CS68,4.0 km,12 mins
CS32,CS69,6.3 km,18 mins
CS32,CS70,5.5 km,16 mins
CS32,CS71,4.7 km,14 mins
CS32,CS72,5.8 km,17 mins
CS32,CS73,4.2 km,13 mins
CS32,CS74,5.3 km,16 mins
CS32,CS75,5.5 km,16 mins
CS32,CS76,4.3 km,14 mins
CS32,CS77,5.6 km,16 mins
CS32,CS78,5.0 km,14 mins
CS32,CS79,2.1 km,7 mins
CS32,CS80,4.1 km,12 mins
CS32,CS81,2.4 km,7 mins
CS32,CS82,3.1 km,9 mins
CS32,CS83,3.1 km,10 mins
CS32,CS84,3.2 km,10 mins
CS32,CS85,3.5 km,9 mins
CS32,CS86,2.9 km,9 mins
CS32,CS87,4.9 km,14 mins
CS32,CS88,3.1 km,9 mins
CS32,CS89,3.7 km,10 mins
CS32,CS90,3.3 km,9 mins
CS32,CS91,4.0 km,11 mins
CS32,CS92,1.8 km,7 mins
CS32,CS93,3.6 km,13 mins
CS32,CS94,3.1 km,9 mins
CS32,CS95,2.8 km,11 mins
CS32,CS96,2.9 km,11 mins
CS32,CS97,2.2 km,7 mins
CS32,CS98,2.6 km,10 mins
CS32,CS99,2.2 km,8 mins
CS33,CS0,7.1 km,21 mins
CS33,CS1,10.2 km,23 mins
CS33,CS2,8.0 km,22 mins
CS33,CS3,11.7 km,27 mins
CS33,CS4,8.7 km,25 mins
CS33,CS5,6.7 km,19 mins
CS33,CS6,7.2 km,21 mins
CS33,CS7,7.7 km,23 mins
CS33,CS8,8.8 km,24 mins
CS33,CS9,9.2 km,24 mins
CS33,CS10,7.4 km,20 mins
CS33,CS11,5.5 km,16 mins
CS33,CS12,5.9 km,13 mins
CS33,CS13,3.5 km,9 mins
CS33,CS14,4.7 km,14 mins
CS33,CS15,4.0 km,11 mins
CS33,CS16,8.0 km,24 mins
CS33,CS17,6.4 km,20 mins
CS33,CS18,6.4 km,20 mins
CS33,CS19,6.9 km,20 mins
CS33,CS20,5.2 km,16 mins
CS33,CS21,6.9 km,21 mins
CS33,CS22,5.5 km,18 mins
CS33,CS23,6.4 km,19 mins
CS33,CS24,6.4 km,18 mins
CS33,CS25,4.5 km,13 mins
CS33,CS26,2.7 km,7 mins
CS33,CS27,3.0 km,9 mins
CS33,CS28,1.0 km,4 mins
CS33,CS29,2.3 km,7 mins
CS33,CS30,2.3 km,7 mins
CS33,CS31,2.2 km,7 mins
CS33,CS32,1.7 km,5 mins
CS33,CS34,2.9 km,8 mins
CS33,CS35,3.0 km,9 mins
CS33,CS36,2.5 km,8 mins
CS33,CS37,0.3 km,1 min
CS33,CS38,2.7 km,8 mins
CS33,CS39,1.2 km,3 mins
CS33,CS40,6.8 km,20 mins
CS33,CS41,8.6 km,20 mins
CS33,CS42,9.0 km,20 mins
CS33,CS43,6.9 km,20 mins
CS33,CS44,7.3 km,21 mins
CS33,CS45,6.1 km,18 mins
CS33,CS46,7.2 km,20 mins
CS33,CS47,6.3 km,19 mins
CS33,CS48,6.2 km,18 mins
CS33,CS49,7.9 km,22 mins
CS33,CS50,8.0 km,22 mins
CS33,CS51,3.9 km,12 mins
CS33,CS52,4.2 km,12 mins
CS33,CS53,2.9 km,9 mins
CS33,CS54,4.5 km,14 mins
CS33,CS55,4.6 km,14 mins
CS33,CS56,3.5 km,11 mins
CS33,CS57,5.0 km,16 mins
CS33,CS58,4.7 km,14 mins
CS33,CS59,5.7 km,18 mins
CS33,CS60,5.6 km,17 mins
CS33,CS61,4.0 km,12 mins
CS33,CS62,4.6 km,14 mins
CS33,CS63,10.0 km,23 mins
CS33,CS64,11.9 km,25 mins
CS33,CS65,6.7 km,19 mins
CS33,CS66,7.0 km,21 mins
CS33,CS67,6.2 km,18 mins
CS33,CS68,5.7 km,16 mins
CS33,CS69,7.7 km,22 mins
CS33,CS70,7.2 km,21 mins
CS33,CS71,6.0 km,17 mins
CS33,CS72,7.5 km,21 mins
CS33,CS73,5.9 km,17 mins
CS33,CS74,7.0 km,20 mins
CS33,CS75,7.2 km,21 mins
CS33,CS76,5.6 km,15 mins
CS33,CS77,7.2 km,18 mins
CS33,CS78,5.5 km,14 mins
CS33,CS79,2.6 km,8 mins
CS33,CS80,4.6 km,13 mins
CS33,CS81,2.9 km,8 mins
CS33,CS82,3.6 km,10 mins
CS33,CS83,3.6 km,11 mins
CS33,CS84,2.2 km,6 mins
CS33,CS85,1.9 km,5 mins
CS33,CS86,3.2 km,10 mins
CS33,CS87,5.0 km,12 mins
CS33,CS88,1.9 km,6 mins
CS33,CS89,2.1 km,5 mins
CS33,CS90,2.8 km,8 mins
CS33,CS91,2.7 km,8 mins
CS33,CS92,3.3 km,9 mins
CS33,CS93,5.1 km,16 mins
CS33,CS94,4.4 km,13 mins
CS33,CS95,4.5 km,14 mins
CS33,CS96,4.3 km,13 mins
CS33,CS97,3.8 km,11 mins
CS33,CS98,4.1 km,12 mins
CS33,CS99,3.7 km,12 mins
CS34,CS0,5.5 km,17 mins
CS34,CS1,7.7 km,18 mins
CS34,CS2,6.5 km,18 mins
CS34,CS3,9.2 km,21 mins
CS34,CS4,7.1 km,21 mins
CS34,CS5,5.1 km,15 mins
CS34,CS6,5.7 km,17 mins
CS34,CS7,6.2 km,19 mins
CS34,CS8,7.3 km,20 mins
CS34,CS9,7.7 km,20 mins
CS34,CS10,5.8 km,16 mins
CS34,CS11,6.1 km,18 mins
CS34,CS12,6.9 km,17 mins
CS34,CS13,4.8 km,14 mins
CS34,CS14,7.4 km,17 mins
CS34,CS15,5.5 km,16 mins
CS34,CS16,6.5 km,20 mins
CS34,CS17,4.9 km,16 mins
CS34,CS18,4.8 km,15 mins
CS34,CS19,5.6 km,18 mins
CS34,CS20,3.6 km,12 mins
CS34,CS21,5.3 km,17 mins
CS34,CS22,4.0 km,14 mins
CS34,CS23,5.1 km,16 mins
CS34,CS24,5.1 km,15 mins
CS34,CS25,3.2 km,10 mins
CS34,CS26,0.4 km,2 mins
CS34,CS27,1.5 km,5 mins
CS34,CS28,3.7 km,11 mins
CS34,CS29,1.6 km,5 mins
CS34,CS30,3.4 km,10 mins
CS34,CS31,1.5 km,5 mins
CS34,CS32,1.5 km,5 mins
CS34,CS33,3.0 km,8 mins
CS34,CS35,1.5 km,5 mins
CS34,CS36,2.6 km,9 mins
CS34,CS37,3.0 km,8 mins
CS34,CS38,1.9 km,6 mins
CS34,CS39,2.0 km,6 mins
CS34,CS40,5.7 km,18 mins
CS34,CS41,8.2 km,21 mins
CS34,CS42,8.6 km,20 mins
CS34,CS43,5.4 km,16 mins
CS34,CS44,5.8 km,17 mins
CS34,CS45,4.5 km,14 mins
CS34,CS46,5.7 km,16 mins
CS34,CS47,4.8 km,15 mins
CS34,CS48,4.7 km,14 mins
CS34,CS49,7.1 km,20 mins
CS34,CS50,7.2 km,20 mins
CS34,CS51,4.5 km,13 mins
CS34,CS52,4.7 km,14 mins
CS34,CS53,4.0 km,12 mins
CS34,CS54,4.4 km,13 mins
CS34,CS55,3.9 km,12 mins
CS34,CS56,2.8 km,9 mins
CS34,CS57,4.2 km,14 mins
CS34,CS58,4.3 km,13 mins
CS34,CS59,4.4 km,15 mins
CS34,CS60,4.9 km,15 mins
CS34,CS61,3.4 km,11 mins
CS34,CS62,4.4 km,13 mins
CS34,CS63,7.5 km,17 mins
CS34,CS64,9.5 km,20 mins
CS34,CS65,5.6 km,17 mins
CS34,CS66,6.2 km,19 mins
CS34,CS67,5.5 km,16 mins
CS34,CS68,5.0 km,14 mins
CS34,CS69,6.4 km,19 mins
CS34,CS70,6.5 km,18 mins
CS34,CS71,4.7 km,15 mins
CS34,CS72,6.7 km,19 mins
CS34,CS73,5.2 km,15 mins
CS34,CS74,6.2 km,18 mins
CS34,CS75,6.5 km,18 mins
CS34,CS76,3.4 km,10 mins
CS34,CS77,4.7 km,13 mins
CS34,CS78,3.8 km,11 mins
CS34,CS79,1.5 km,6 mins
CS34,CS80,2.9 km,10 mins
CS34,CS81,0.9 km,3 mins
CS34,CS82,1.9 km,7 mins
CS34,CS83,1.9 km,7 mins
CS34,CS84,2.3 km,8 mins
CS34,CS85,3.7 km,9 mins
CS34,CS86,1.7 km,6 mins
CS34,CS87,3.7 km,11 mins
CS34,CS88,4.7 km,14 mins
CS34,CS89,4.7 km,12 mins
CS34,CS90,4.5 km,13 mins
CS34,CS91,5.9 km,14 mins
CS34,CS92,1.0 km,3 mins
CS34,CS93,3.5 km,12 mins
CS34,CS94,3.1 km,10 mins
CS34,CS95,2.2 km,8 mins
CS34,CS96,2.0 km,7 mins
CS34,CS97,2.4 km,7 mins
CS34,CS98,1.8 km,6 mins
CS34,CS99,1.9 km,7 mins
CS35,CS0,4.9 km,15 mins
CS35,CS1,7.1 km,16 mins
CS35,CS2,5.8 km,16 mins
CS35,CS3,8.6 km,19 mins
CS35,CS4,6.5 km,19 mins
CS35,CS5,4.5 km,13 mins
CS35,CS6,5.0 km,15 mins
CS35,CS7,5.5 km,17 mins
CS35,CS8,6.7 km,18 mins
CS35,CS9,7.8 km,18 mins
CS35,CS10,5.2 km,14 mins
CS35,CS11,6.4 km,17 mins
CS35,CS12,6.8 km,15 mins
CS35,CS13,5.2 km,14 mins
CS35,CS14,7.2 km,16 mins
CS35,CS15,5.9 km,16 mins
CS35,CS16,5.8 km,18 mins
CS35,CS17,4.2 km,14 mins
CS35,CS18,4.2 km,13 mins
CS35,CS19,5.0 km,16 mins
CS35,CS20,3.0 km,10 mins
CS35,CS21,4.7 km,15 mins
CS35,CS22,3.3 km,12 mins
CS35,CS23,4.5 km,14 mins
CS35,CS24,4.5 km,13 mins
CS35,CS25,2.6 km,9 mins
CS35,CS26,0.5 km,3 mins
CS35,CS27,0.9 km,3 mins
CS35,CS28,4.0 km,10 mins
CS35,CS29,1.7 km,5 mins
CS35,CS30,3.8 km,10 mins
CS35,CS31,1.2 km,4 mins
CS35,CS32,1.6 km,5 mins
CS35,CS33,3.0 km,7 mins
CS35,CS34,0.7 km,2 mins
CS35,CS36,2.7 km,9 mins
CS35,CS37,2.8 km,6 mins
CS35,CS38,2.0 km,6 mins
CS35,CS39,2.0 km,4 mins
CS35,CS40,5.0 km,16 mins
CS35,CS41,8.3 km,21 mins
CS35,CS42,8.7 km,20 mins
CS35,CS43,4.7 km,14 mins
CS35,CS44,5.1 km,15 mins
CS35,CS45,3.9 km,12 mins
CS35,CS46,5.0 km,14 mins
CS35,CS47,4.1 km,13 mins
CS35,CS48,4.1 km,12 mins
CS35,CS49,7.1 km,19 mins
CS35,CS50,7.3 km,20 mins
CS35,CS51,4.9 km,12 mins
CS35,CS52,5.1 km,14 mins
CS35,CS53,4.4 km,12 mins
CS35,CS54,4.5 km,13 mins
CS35,CS55,3.1 km,10 mins
CS35,CS56,2.9 km,9 mins
CS35,CS57,4.3 km,14 mins
CS35,CS58,4.4 km,13 mins
CS35,CS59,3.7 km,13 mins
CS35,CS60,4.1 km,14 mins
CS35,CS61,3.5 km,11 mins
CS35,CS62,4.5 km,13 mins
CS35,CS63,6.8 km,15 mins
CS35,CS64,8.8 km,18 mins
CS35,CS65,5.0 km,15 mins
CS35,CS66,5.4 km,17 mins
CS35,CS67,5.6 km,16 mins
CS35,CS68,5.1 km,14 mins
CS35,CS69,5.8 km,17 mins
CS35,CS70,6.6 km,18 mins
CS35,CS71,4.1 km,13 mins
CS35,CS72,5.5 km,17 mins
CS35,CS73,5.3 km,15 mins
CS35,CS74,6.3 km,18 mins
CS35,CS75,6.6 km,18 mins
CS35,CS76,2.8 km,8 mins
CS35,CS77,4.1 km,11 mins
CS35,CS78,3.7 km,9 mins
CS35,CS79,1.9 km,5 mins
CS35,CS80,3.8 km,11 mins
CS35,CS81,1.6 km,4 mins
CS35,CS82,2.8 km,8 mins
CS35,CS83,3.0 km,9 mins
CS35,CS84,3.1 km,8 mins
CS35,CS85,3.5 km,7 mins
CS35,CS86,2.5 km,8 mins
CS35,CS87,4.6 km,12 mins
CS35,CS88,4.4 km,11 mins
CS35,CS89,4.5 km,10 mins
CS35,CS90,4.9 km,13 mins
CS35,CS91,5.6 km,13 mins
CS35,CS92,0.3 km,1 min
CS35,CS93,2.9 km,10 mins
CS35,CS94,2.5 km,8 mins
CS35,CS95,1.6 km,6 mins
CS35,CS96,1.4 km,5 mins
CS35,CS97,1.7 km,5 mins
CS35,CS98,1.1 km,4 mins
CS35,CS99,1.2 km,5 mins
CS36,CS0,5.9 km,15 mins
CS36,CS1,8.4 km,19 mins
CS36,CS2,6.8 km,16 mins
CS36,CS3,9.3 km,22 mins
CS36,CS4,7.4 km,19 mins
CS36,CS5,5.5 km,13 mins
CS36,CS6,6.0 km,15 mins
CS36,CS7,6.5 km,17 mins
CS36,CS8,7.6 km,18 mins
CS36,CS9,8.0 km,18 mins
CS36,CS10,6.1 km,14 mins
CS36,CS11,3.3 km,10 mins
CS36,CS12,4.4 km,9 mins
CS36,CS13,2.6 km,8 mins
CS36,CS14,4.9 km,10 mins
CS36,CS15,3.3 km,10 mins
CS36,CS16,6.8 km,18 mins
CS36,CS17,5.2 km,14 mins
CS36,CS18,5.2 km,14 mins
CS36,CS19,5.1 km,14 mins
CS36,CS20,3.9 km,10 mins
CS36,CS21,5.5 km,15 mins
CS36,CS22,4.3 km,12 mins
CS36,CS23,4.5 km,12 mins
CS36,CS24,4.7 km,12 mins
CS36,CS25,2.9 km,8 mins
CS36,CS26,3.3 km,9 mins
CS36,CS27,2.5 km,8 mins
CS36,CS28,2.9 km,9 mins
CS36,CS29,1.0 km,3 mins
CS36,CS30,1.2 km,4 mins
CS36,CS31,1.9 km,7 mins
CS36,CS32,1.7 km,6 mins
CS36,CS33,2.6 km,8 mins
CS36,CS34,2.6 km,8 mins
CS36,CS35,2.7 km,9 mins
CS36,CS37,2.8 km,8 mins
CS36,CS38,0.7 km,3 mins
CS36,CS39,1.6 km,5 mins
CS36,CS40,4.9 km,13 mins
CS36,CS41,6.2 km,16 mins
CS36,CS42,6.6 km,16 mins
CS36,CS43,5.7 km,14 mins
CS36,CS44,6.1 km,15 mins
CS36,CS45,4.9 km,12 mins
CS36,CS46,6.0 km,14 mins
CS36,CS47,5.1 km,13 mins
CS36,CS48,5.0 km,12 mins
CS36,CS49,5.7 km,15 mins
CS36,CS50,5.8 km,15 mins
CS36,CS51,1.8 km,6 mins
CS36,CS52,2.0 km,7 mins
CS36,CS53,1.8 km,6 mins
CS36,CS54,2.1 km,8 mins
CS36,CS55,2.4 km,7 mins
CS36,CS56,1.0 km,4 mins
CS36,CS57,2.8 km,9 mins
CS36,CS58,2.8 km,8 mins
CS36,CS59,3.9 km,11 mins
CS36,CS60,3.4 km,10 mins
CS36,CS61,1.3 km,5 mins
CS36,CS62,2.9 km,8 mins
CS36,CS63,9.4 km,21 mins
CS36,CS64,10.3 km,24 mins
CS36,CS65,4.9 km,12 mins
CS36,CS66,4.8 km,14 mins
CS36,CS67,4.0 km,11 mins
CS36,CS68,3.5 km,10 mins
CS36,CS69,5.8 km,15 mins
CS36,CS70,5.0 km,14 mins
CS36,CS71,4.2 km,11 mins
CS36,CS72,5.3 km,14 mins
CS36,CS73,3.7 km,10 mins
CS36,CS74,4.8 km,13 mins
CS36,CS75,5.0 km,14 mins
CS36,CS76,5.3 km,16 mins
CS36,CS77,6.5 km,19 mins
CS36,CS78,5.9 km,16 mins
CS36,CS79,3.0 km,9 mins
CS36,CS80,5.0 km,15 mins
CS36,CS81,3.3 km,10 mins
CS36,CS82,4.0 km,12 mins
CS36,CS83,4.0 km,12 mins
